0.73,1.11,2.89,NA
0,-0.82,2.95,NA
0,-2.58,4,NA
0,-10.35,3.34,NA
0.12,-7,3.68,NA
5.18,-0.95,2.54,NA
0.04,-8.21,2.51,NA
0.66,-8.47,1.75,NA
0.01,-7.35,1.99,NA
0.11,-9.16,1.88,NA
0.18,-10.11,2.29,NA
0,-7.71,3.24,NA
0,-0.99,2.46,NA
0.54,-2,0.72,NA
0.17,-1.67,1.94,NA
0,-6.89,3.12,NA
0,-6.12,3.26,NA
0,0.87,4.63,NA
0,2.64,1.81,NA
9.73,1.64,0.22,NA
1.79,1.71,0.83,NA
0.04,1.27,2.09,NA
0,0.86,1.72,NA
0,3.75,2.16,NA
0,7.6,3.37,NA
0,5.34,3.82,NA
0.02,2.66,3.05,NA
0,0.27,2.8,NA
1.1,-3.45,3.98,NA
0.12,-3.13,4.15,NA
0.09,-1.13,4.33,NA
19.48,2.05,1.8,NA
0.36,-9.84,4.45,NA
0.01,-9.13,3.45,NA
0,-8.19,3.44,NA
1.03,-6.32,3.24,NA
0.04,-0.89,2.61,NA
0.1,1.69,2.68,NA
0,-4.7,4.51,NA
3.43,-0.93,4.11,NA
33.05,0.34,0.86,NA
2.22,-17.47,1.35,NA
0,-15.07,2.19,NA
0,-5.7,2.55,NA
0,-2.74,2.68,NA
0,3.31,2.43,NA
1.26,8.38,1.38,NA
0.53,9.18,0.47,NA
0.29,11.48,1.5,NA
0.88,11.31,4.67,NA
0,9.13,4.51,NA
3.09,9.99,5.56,NA
20.4,9.66,4.87,NA
5.48,3.27,4.25,NA
0,5.75,5.95,NA
0,8.46,4.74,NA
0,7.76,7.46,NA
1.27,12.01,8.05,NA
2.65,9.32,4.2,NA
0,5.04,5.22,NA
0,3.16,5.49,NA
0.02,1.68,4.4,NA
10.86,4.78,1.11,NA
4.48,1.86,4,NA
0,2.3,5.27,NA
0,-0.66,4.3,NA
0,0.27,3.18,NA
0.04,3.02,3.36,NA
0.01,5.08,4.57,NA
0,3.98,5.82,NA
0,7.5,8.23,NA
0,7.52,7.28,NA
0,4.49,5.28,NA
2.73,6.92,3.61,NA
0,3.69,7.39,NA
5.9,5.65,6,NA
2.58,0.6,7.17,NA
0.13,0.56,5.89,NA
0,2.72,5.07,NA
0.05,6.2,5.07,NA
0,7.01,7.39,NA
0,5.96,7.01,NA
0,8.21,6.39,NA
1.2,8.19,4.87,NA
0.56,12.4,7.02,NA
0.21,12.94,6.34,NA
0,16.2,12.06,NA
7.55,16.31,6.13,NA
0,14.54,9.32,NA
0.04,18.48,14.44,NA
0,15.1,16.01,NA
0,16.43,12.98,NA
0.62,19.77,13.24,NA
2.68,17.57,11.32,NA
0.13,9.27,9.89,NA
0,8.16,7.25,NA
0,14.26,13.38,NA
4.95,17.2,10.2,NA
3.41,14.65,7.23,NA
6.67,19.04,8.34,NA
8.33,19.73,3.71,NA
3.62,20.33,5.36,NA
0.51,21.6,7,NA
6.91,14.92,11.22,NA
0,10.46,9.46,NA
0.95,13.77,6.38,NA
2.22,20.56,7.94,NA
0.35,18.69,10.23,NA
18.07,13.54,3.03,NA
0.15,10.91,9.14,NA
0,10.69,9.06,NA
6.55,16.75,3.95,NA
1.11,16.21,13.14,NA
0,11.22,11.37,NA
0,13.52,6.73,NA
0,21.3,12.2,NA
0,23.13,11.31,NA
3.54,22.59,12.02,NA
11.24,17.16,8.14,NA
0.67,16.47,11.14,NA
1.13,13.79,10.43,NA
0,12.51,8.99,NA
0,16.76,11.79,NA
0.73,18.79,8.04,NA
19.84,16.24,1.53,NA
0.34,12.11,9.47,NA
0,11.47,11.12,NA
2.77,14.26,7.52,NA
8.59,17.28,3.85,NA
40.33,14.46,2.36,NA
2.43,8.05,3.28,NA
0.42,10.89,7.02,NA
23.22,14.7,4.57,NA
21.28,13.4,4.91,NA
0.03,14.35,10.36,NA
0.43,16.55,10.23,NA
5.42,15.96,7.22,NA
36.78,11.13,3.76,NA
9.15,11.83,7.73,NA
0,14.6,10.72,NA
0,16.78,8.86,NA
1.21,19.28,10.71,NA
1.97,21.39,9.86,NA
17.68,20.86,5.23,NA
0,20.67,8.46,NA
24.78,17.93,2.15,NA
1,19.58,7.51,NA
0,20.33,8.41,NA
8.98,22.53,8.91,NA
6.17,20.21,3.09,NA
0,18.28,12.39,NA
6.34,19.64,4.25,NA
0.02,23,8.28,NA
1.63,23.52,7.39,NA
4.36,23.95,6.1,NA
8.67,24.5,5.44,NA
1.8,23.84,5.36,NA
0,23.41,10.89,NA
1.52,27.09,14.39,NA
28.08,26.11,8.13,NA
0.82,23.45,8.88,NA
1.17,21.11,6.39,NA
1.96,25.71,7.64,NA
4.87,27.03,9.84,NA
0.01,28.38,15.58,NA
